id_transacao,data_da_venda,nome_produto,categoria_prod,qtd_vendida,preco_unitario,uf_cliente,id_cliente,forma_pagamento
TRN-1686,29/06/2026,TABLET Z,Eletronicos,12,1089.1460947423611,MG,1430,Pix
TRN-31880,01-10-2026,Smartphone Y,,,2045.93,SP,1013,Pix
TRN-15299,2026/05/23 00:00:00,,Eletronicos,13,"1297,42",PR-,2041,Boleto Bancario
TRN-21469,07/01/2026,Teclado Mecanico,Perifericos,-3,sem preco,PE,5359,PIX
TRN-45396,06-12-2026,Fone de Ouvido,Audio,15,193.33,RJ-,9762,Pix
TRN-49695,N/A,Teclado Mecanico,Perifericos,6.0,sem preco,BA,4731 ,Pix
TRN-25443,2026/04/14 00:00:00,Monitor 24,Perifericos,10,"R$ 755,82",CE,3649,Pix
TRN-22124,2026/02/16 00:00:00,Notebook X,Eletronicos,5,3501.709672812946,BA,5469,Pix
TRN-23741,19/06/2026,Mous3 S3m Fio,Perifericos,13,"124,81",MG,5451,Pix
TRN-2956,02.02.26,,Eletronicos,8 pcs,BRL 2139.96,CE,ID-6131,PIX
TRN-36193,2026-03-28,Fon3 d3 Ouvido,Audio,10,sem preco,MG,7516,Boleto Bancario
TRN-40815,2026-01-26,mouse sem fio,Perifericos,5,108.56141548181937,GO,5789,Pix
TRN-15452,03-03-2026,smartphone y,ND,13,BRL 2240.30,CE-,2547,pix
TRN-39699,27/06/2026,Monitor 24,Perifericos,8,"818,02",pr,1011,cartao de credito
TRN-31419,05-30-2026,Smartphone Y,Eletronicos,1,"2256,80",SP,4369,Pix
TRN-29280,2026-01-02,T3cl@do M3c@nico,perifericos,4,sem preco,rj,9641,Boleto Bancario
TRN-40163,01/01/2026,Mouse Sem Fio,Perifericos,-1,"130,36",RS-,1337,Boleto Bancario
TRN-36625,04-15-2026,Mouse Sem Fio,perifericos,6,109.03,sc,ID-6136,Boleto Bancario
TRN-33302,05/06/2026,Sm@rtphon3 Y,Eletronicos,10,"R$ 2.099,93",ce,4750,PIX
TRN-36075,28.01.26,NOTEBOOK X,Eletronicos,,"R$ 3.757,33",GO,8698,Pix
TRN-38056,05-18-2026,Monitor 24,ND,5,767.51,SC,8904,Boleto Bancario
TRN-39041,2026-04-16,  Tablet Z ,ND,12,1110.28,PR,3841,Boleto Bancario
TRN-34250,2026/03/20 00:00:00,fone de ouvido,Audio,10,sem preco,BA,4229,CARTAO DE CREDITO
TRN-17736,01-28-2026,Fone de Ouvido,ND,,166.35, MG ,9199 ,Boleto Bancario
TRN-32863,22/01/2026,Tablet Z,Eletronicos,5,"1168,92",SC,2214,Boleto Bancario
TRN-46640,2026-05-07,Tablet Z,Eletronicos,9,BRL 1236.24,BA,5991,Boleto Bancario
TRN-41565,02-23-2026,teclado mecanico,Perifericos,4,272.5429487542094,CE,7346,Cartao de Credito
TRN-22299,26/05/2026,Teclado Mecanico,Perifericos,15,236.51257358586304,SC,4549,boleto bancario
TRN-13345,2026/04/12 00:00:00,Teclado Mecanico,ND,10.0,BRL 265.73,PR,ID-8055,Pix
17895,06-13-2026,Monitor 24,perifericos,13,"R$ 768,56",MG,4790,Cartao de Credito
TRN-22767,03-13-2026,Teclado Mecanico,Perifericos,,"R$ 271,00",ce,6293,CARTAO DE CREDITO
TRN-7903,02/02/2026,  Mouse Sem Fio ,Perifericos,9,"116,94",PR,2896,Cartao de Credito
TRN-22195,2026-06-12,,Eletronicos,13,"3499,04", RJ ,5000,Cartao de Credito
TRN-39140,05.04.26,Notebook X,Eletronicos,8,"R$ 3.702,95",rj,6222,Pix
TRN-742,03-07-2026,  Notebook X ,Eletronicos,5,3598.8086886695874,SP,4739,Boleto Bancario
TRN-16056,29.05.26,,Perifericos,15,BRL 786.20,pr,9471,
TRN-47938,29/05/2026,Notebook X,Eletronicos,15,BRL 3254.28,Sao Paulo,1596,Cartao de Credito
TRN-16039,20/05/2026,,,-11,BRL 115.38,PR,8197,Pix
TRN-28513,08/01/2026,Mouse Sem Fio,,13,"R$ 128,53",MG,3330,PIX
TRN-40441,02-28-2026,Smartphone Y,Eletronicos,7,sem preco,SP,8953 ,Boleto Bancario
TRN-38650,31/03/2026,  Monitor 24 ,Perifericos,-6,"R$ 768,50",PE,6550,Pix
TRN-47813,30/06/2026,mouse sem fio,Perifericos,5,"108,01",ba,6450,Cartao de Credito
TRN-40182,25/04/2026,,perifericos,5,BRL 112.36,RS,6649,
TRN-25270,02-22-2026,Teclado Mecanico,perifericos,8,"269,35",PR,7390 ,Boleto Bancario
TRN-45521,N/A,Smartphone Y,Eletronicos,6,2079.41,RJ,8615,PIX
TRN-24098,2026-06-18,Tablet Z,,8,BRL 1156.22,BA,ID-5685,Pix
TRN-14486,06-06-2026,Mous3 S3m Fio,perifericos,15,sem preco,SP,ID-5714,Pix
TRN-2221,24/04/2026,FONE DE OUVIDO,Audio,11,"184,43", CE ,2591,CARTAO DE CREDITO
TRN-15847,03-03-2026,Monitor 24,Perifericos,15,"R$ 771,62", BA ,6383,Boleto Bancario
TRN-25563,11/02/2026,smartphone y,eletronicos,-10,1903.37,SC,4416,Pix
TRN-19933,2026/04/01 00:00:00,Smartphone Y,Eletronicos,3,BRL 2038.70,PR,6594 ,BOLETO BANCARIO
TRN-46026,2026/02/11 00:00:00,Notebook X,Eletronicos,11,"3511,73",MG,8456,CARTAO DE CREDITO
TRN-25350,02-21-2026,Mouse Sem Fio,,10,"123,67",MG,9814,Cartao de Credito
TRN-49331,2026-04-02,FONE DE OUVIDO,audio,15,sem preco,BA,ID-6983,
TRN-11660,25/02/2026,  Mouse Sem Fio ,Perifericos,13,"R$ 122,05",GO,4842,Cartao de Credito
TRN-24090,2026/05/20 00:00:00,Tablet Z,Eletronicos,11,1257.40,BA,ID-9930,Boleto Bancario
TRN-26221,24/03/2026,FONE DE OUVIDO,Audio,10,sem preco,PR,4475,Cartao de Credito
TRN-48748,05/04/2026,Smartphone Y,ND,11,1939.69,CE,9399,Cartao de Credito
TRN-30525,N/A,Notebook X,ND,13,BRL 3502.61,MG,3189 ,boleto bancario
TRN-27055,2026-01-11,NOTEBOOK X,Eletronicos,12,"3735,39",PR,6541,Pix
TRN-15293,2026/01/06 00:00:00,Mouse Sem Fio,Perifericos,12,BRL 117.96,MG,8098,PIX
TRN-32370,03.03.26,notebook x,Eletronicos,5,BRL 3635.79,SC,7954,Boleto Bancario
TRN-23384,2026/06/07 00:00:00,tablet z,Eletronicos,8,1142.39,RS,6593 ,Boleto Bancario
TRN-32061,06-22-2026,MOUSE SEM FIO,Perifericos,6,"R$ 129,23",GO,3048,CARTAO DE CREDITO
TRN-24118,02-20-2026,Mouse Sem Fio,Perifericos,5,sem preco,CE,8516 ,cartao de credito
TRN-33348,2026/05/24 00:00:00,Fone de Ouvido,Audio,8,"R$ 176,22", PE ,8472 ,BOLETO BANCARIO
TRN-5874,05-12-2026,Notebook X,Eletronicos,7,"R$ 3.394,30",RS,3336,
TRN-41854,2026-04-16,Mouse Sem Fio,Perifericos,11,"R$ 126,87",CE,4816,Pix
TRN-22692,02.01.26,Notebook X,Eletronicos,3,"3503,63",SP,9035,BOLETO BANCARIO
TRN-43136,10/06/2026,monitor 24,Perifericos,14,"827,18",RS,4784,Cartao de Credito
TRN-46588,20/04/2026,  Mouse Sem Fio ,ND,6,"110,98",BA,1541,CARTAO DE CREDITO
TRN-3182,06-02-2026,Smartphone Y,Eletronicos,-14,2148.49,CE,9609,boleto bancario
28297,19/03/2026,Smartphone Y,Eletronicos,11,BRL 2137.10,ba,ID-8832,Boleto Bancario
TRN-41018,2026/03/20 00:00:00,mouse sem fio,,14,128.40,SC,7774,Cartao de Credito
TRN-13113,2026/03/07 00:00:00,Tablet Z,Eletronicos,8 pcs,"R$ 1.230,77",BA,ID-1237,Cartao de Credito
TRN-2452,01/01/2026,Monitor 24,Perifericos,11,sem preco,SC-,9696,Boleto Bancario
TRN-17979,16/06/2026,MONITOR 24,Perifericos,15,sem preco,PR,3954,Boleto Bancario
TRN-47532,03-07-2026,Fone de Ouvido,ND,2,BRL 193.97,MG,6648,BOLETO BANCARIO
TRN-33635,23.05.26,Monitor 24,Perifericos,13 pcs,"721,31",MG,3551,Boleto Bancario
TRN-47847,2026-06-07,TECLADO MECANICO,Perifericos,7,227.05302965099966,CE,3203 ,Cartao de Credito
TRN-11617,05-19-2026,Monitor 24,Perifericos,4,sem preco,Sao Paulo,9149,Cartao de Credito
TRN-3528,2026-05-29,SMARTPHONE Y,,1,2262.10,CE,2417,Boleto Bancario
TRN-11144,2026-05-04,  Smartphone Y ,Eletronicos,6 pcs,2186.14,RJ,7793,Boleto Bancario
TRN-45478,29/06/2026,Teclado Mecanico,,6,sem preco,PE,2333,Pix
TRN-29092,11/02/2026,Fone de Ouvido,Audio,11,174.0945981307071,GO,8935,BOLETO BANCARIO
TRN-22991,02/03/2026,Teclado Mecanico,Perifericos,1,268.4373466826151,CE,4445,Pix
38907,25.04.26,  Monitor 24 ,Perifericos,1,"781,57", RS ,1405,Pix
TRN-15190,08.03.26,Monitor 24,perifericos,-10,"R$ 775,26",PE,6010,PIX
TRN-49803,23/02/2026,Tablet Z,,-14,BRL 1109.59,rj,2527,
32051,06-25-2026,  Teclado Mecanico ,perifericos,4,"249,00",RJ,7969,CC
TRN-17374,05-14-2026,  Smartphone Y ,Eletronicos,10.0,"R$ 2.203,01",BA,5875,Pix
TRN-12353,26.06.26,Fon3 d3 Ouvido,Audio,3,"R$ 190,80",MG-,3851,Cartao de Credito
TRN-23233,02-10-2026,Notebook X,Eletronicos,13,3769.66,PR,4697,PIX
TRN-17224,04-29-2026,Not3book X,eletronicos,4,BRL 3635.51, PE ,6334,Boleto Bancario
TRN-48048,2026/05/20 00:00:00,SMARTPHONE Y,eletronicos,11,2095.05,BA,7532,
TRN-6317,25/04/2026,Tablet Z,Eletronicos,5,"1148,04",SC,7860 ,Pix
TRN-14920,2026/03/22 00:00:00,T@bl3t Z,Eletronicos,,"1103,51", SP ,ID-1714,Boleto Bancario
TRN-20815,20/06/2026,Smartphone Y,Eletronicos,3,BRL 2161.40,CE,5684,Cartao de Credito
TRN-828,2026-02-28,Teclado Mecanico,Perifericos,10,BRL 233.13,CE,6315,Boleto Bancario
TRN-32154,2026-05-10,  Mouse Sem Fio ,Perifericos,4,BRL 127.35, RJ ,6114 ,Pix
TRN-49070,12.03.26,Tablet Z,Eletronicos,15,"1094,92",RS-,3442,
TRN-7238,03-05-2026,teclado mecanico,Perifericos,9,BRL 228.88,RS,9219,cartao de credito
TRN-48468,06-19-2026,,Eletronicos,3,BRL 1100.19,SC-,9250,boleto bancario
TRN-38773,2026-03-23,Notebook X,Eletronicos,3,3155.97,SC,2694,Pix
TRN-5292,N/A,  Mouse Sem Fio ,,7 pcs,123.12, CE ,2943 ,Boleto Bancario
TRN-7432,19.06.26,  Smartphone Y ,Eletronicos,14 pcs,BRL 1926.67,CE,5969,Boleto Bancario
TRN-38115,16/01/2026,Notebook X,eletronicos,1,sem preco,PR,2488,Pix
TRN-45240,14.05.26,Fone de Ouvido,,9.0,"R$ 177,22",rs,8916,Pix
TRN-24535,2026-01-30,,Eletronicos,8,"R$ 1.103,44",MG,2615,Boleto Bancario
TRN-20653,2026-05-14,tablet z,Eletronicos,8,BRL 1303.08,RJ,2062 ,Boleto Bancario
TRN-18764,2026/04/29 00:00:00,T@bl3t Z,ND,,1088.16,GO-,4204,Boleto Bancario
TRN-38978,04-22-2026,Not3book X,eletronicos,3,sem preco,RS,ID-7941,PIX
TRN-17054,04-10-2026,MOUSE SEM FIO,Perifericos,1,"123,72",rs,ID-6824,BOLETO BANCARIO
TRN-41160,2026-03-27,monitor 24,ND,3,BRL 818.33,BA,ID-9349,Boleto Bancario
TRN-39376,2026-04-28,Monitor 24,Perifericos,-8,"823,84",sp,6917,Cartao de Credito
TRN-46658,05-24-2026,T@bl3t Z,Eletronicos,13,1297.75, BA ,6927,BOLETO BANCARIO
TRN-18065,03-20-2026,Monitor 24,Perifericos,,856.12,CE,3001,
TRN-40099,04.01.26,Monitor 24,perifericos,9,856.10,MG,8518,Pix
TRN-23432,N/A,Teclado Mecanico,Perifericos,-5,BRL 232.44,RJ,8237,cartao de credito
TRN-22078,2026/04/23 00:00:00,Tablet Z,ND,14,"R$ 1.266,87",PE,4098,Pix
TRN-1773,21/03/2026,TABLET Z,Eletronicos,6,"1151,41",ba,7684,Cartao de Credito
TRN-36285,2026/01/25 00:00:00,SMARTPHONE Y,Eletronicos,-3,BRL 2243.87,RS-,1256,Pix
TRN-31849,2026/06/08 00:00:00,Monitor 24,,1,"R$ 813,72",GO,5496 ,Cartao de Credito
TRN-31175,2026-01-17,Monitor 24,Perifericos,13,"838,73",MG,1673,Cartao de Credito
TRN-30785,16/05/2026,MONITOR 24,Perifericos,12,sem preco,SC,9452,Cartao de Credito
TRN-2017,21/06/2026,Fone de Ouvido,Audio,2,"R$ 183,06",Minas Gerais,ID-1003,Boleto Bancario
TRN-3894,2026-03-12,Smartphone Y,Eletronicos,11,"2149,88",RJ,4574,Cartao de Credito
TRN-36693,2026-02-20,notebook x,Eletronicos,1 pcs,3265.90,RS,3799,Cartao de Credito
TRN-45186,17.02.26,Fone de Ouvido,audio,1,"R$ 167,29",MG,9707,Cartao de Credito
TRN-29176,03-19-2026,  Monitor 24 ,Perifericos,1,841.92,sc,5127,Cartao de Credito
TRN-40046,2026-03-10,tablet z,Eletronicos,4,1117.21,CE,8463,Pix
TRN-12677,01/04/2026,  Fone de Ouvido ,audio,2,"166,97",SC,2506,Boleto Bancario
TRN-42292,23/02/2026,Monitor 24,Perifericos,-15,BRL 728.30,RS-,7470,Pix
TRN-25428,03.01.26,Tablet Z,,2,"R$ 1.210,61",SC,6440 ,Cartao de Credito
41325,04-25-2026,Teclado Mecanico,Perifericos,7,BRL 244.06,go,2255,Pix
TRN-20315,03-28-2026,Mouse Sem Fio,Perifericos,14,BRL 122.66,BA,ID-9084,CARTAO DE CREDITO
TRN-33656,2026-05-04,,,-2,128.67,GO,4797,PIX
TRN-15385,22.03.26,Notebook X,Eletronicos,13,"R$ 3.773,40",pe,4532,Cartao de Credito
TRN-8051,2026-06-05,Monitor 24,Perifericos,6,"R$ 808,03",BA,ID-3354,Pix
TRN-16822,23.03.26,  Smartphone Y ,Eletronicos,10,1923.60,PE,7782,BOLETO BANCARIO
TRN-36898,04-02-2026,  Monitor 24 ,,3 pcs,"733,33",PR,7932,Pix
TRN-21828,2026/01/29 00:00:00,,,6,"1278,26",PE,6023,boleto bancario
TRN-4497,03-12-2026,  Tablet Z ,Eletronicos,12,1181.27,GO,7561,Boleto Bancario
TRN-2210,2026-04-15,Monitor 24,Perifericos,2,"801,03",MG,9703,Cartao de Credito
TRN-7512,2026-05-13,Teclado Mecanico,ND,15,BRL 273.06, CE ,ID-5019,Boleto Bancario
TRN-48784,06-12-2026,Mouse Sem Fio,perifericos,13,129.08,PE,3799,PIX
TRN-23187,19/06/2026,Fone de Ouvido,Audio,6,"164,48",BA,9745,Pix
421,2026-02-21,fone de ouvido,Audio,2,"181,19",rs,9325,Cartao de Credito
TRN-44192,04-18-2026,Mouse Sem Fio,Perifericos,15,123.41,RS,9564,Cartao de Credito
TRN-46340,2026-03-15,Monitor 24,Perifericos,10,BRL 769.53,BA,7768,Cartao de Credito
TRN-9024,06-09-2026,TABLET Z,Eletronicos,1,1227.6339694773271,CE,2280,Boleto Bancario
TRN-11297,2026/04/30 00:00:00,Mouse Sem Fio,Perifericos,15,BRL 116.90,BA,7571,Boleto Bancario
TRN-2057,2026/02/24 00:00:00,  Monitor 24 ,ND,7,"R$ 737,36",PR,3084,boleto bancario
TRN-43203,30.01.26,Monitor 24,Perifericos,7,"789,19",GO,2145,Pix
TRN-12622,16/02/2026,,Eletronicos,,3243.90,CE,7919,cartao de credito
TRN-33862,2026-01-28,Teclado Mecanico,Perifericos,14,BRL 229.21,PR-,6416,
TRN-26619,2026-01-18,fone de ouvido,Audio,,"179,31",RS-,4145,Cartao de Credito
TRN-48258,01-06-2026,Mouse Sem Fio,Perifericos,5,"121,24",PR,2894,Pix
TRN-22590,2026/06/29 00:00:00,Fone de Ouvido,Audio,10,"R$ 176,82", RJ ,1777,Pix
TRN-44014,2026-03-21,Teclado Mecanico,Perifericos,5,234.9039233929937,MG,8533,CC
TRN-39758,28.01.26,Mouse Sem Fio,Perifericos,7,"113,38",RS-,3406 ,Pix
TRN-4055,2026-05-03,Mouse Sem Fio,Perifericos,,BRL 111.23,PR,9699,Pix
TRN-9267,20/04/2026,Fone de Ouvido,Audio,12,BRL 173.90, GO ,7065,
TRN-34318,02/03/2026,notebook x,Eletronicos,-2,3782.93,PE,1761,Pix
TRN-7709,2026-04-08,,,9,"R$ 3.260,54", PR ,9931 ,Cartao de Credito
TRN-30499,04-10-2026,Teclado Mecanico,,7 pcs,BRL 238.15,PR,8239,pix
TRN-22401,2026-05-20,Teclado Mecanico,Perifericos,12 pcs,233.32336474609716,sc,2840,Boleto Bancario
TRN-21641,2026-05-26,  Notebook X ,Eletronicos,14,"R$ 3.250,65",PE,1442,Boleto Bancario
TRN-7403,20.01.26,Fone de Ouvido,audio,8,"R$ 167,80",sc,4126,Boleto Bancario
TRN-16659,30/03/2026,,ND,2,821.8764783355447,PR,9917,Cartao de Credito
TRN-3294,2026-04-21,Mous3 S3m Fio,Perifericos,6,"122,19",RJ,6854,Boleto Bancario
TRN-16863,28/03/2026,notebook x,Eletronicos,13,sem preco,PE,ID-4636,Boleto Bancario
TRN-5663,2026/06/13 00:00:00,Notebook X,Eletronicos,2,BRL 3797.30,PR,5303,Pix
TRN-24671,03-21-2026,Smartphone Y,,13,"1896,35",BA-,ID-8641,CARTAO DE CREDITO
TRN-31039,24.03.26,Smartphone Y,Eletronicos,8.0,"2052,53",SP,7955,Cartao de Credito
TRN-25080,06-30-2026,,Eletronicos,5,"1221,45",RJ,4076,Boleto Bancario
TRN-2258,2026-01-02,Mouse Sem Fio,Perifericos,9,123.39192820303323,PE,7836,Boleto Bancario
29705,N/A,Tablet Z,eletronicos,-1,1191.08,SC,7317,Pix
TRN-32479,03-06-2026,Fone de Ouvido,Audio,5,173.83,PR,9467,CC
TRN-46786,04-11-2026,Notebook X,Eletronicos,13,BRL 3256.04,GO,7650,Pix
TRN-2380,24.02.26,Fone de Ouvido,Audio,13,175.03,Sao Paulo,2825 ,Boleto Bancario
TRN-41666,N/A,Teclado Mecanico,Perifericos,9,241.6351774258229,CE,3076,Cartao de Credito
TRN-39759,02-15-2026,Smartphone Y,Eletronicos,4,BRL 1998.01, MG ,3760,Cartao de Credito
TRN-14002,03/04/2026,Notebook X,ND,9,"3523,38",GO,5311,Pix
TRN-24319,06-14-2026,Fon3 d3 Ouvido,Audio,1,"176,21",RS,1689,Cartao de Credito
TRN-17932,03-30-2026,tablet z,Eletronicos,,BRL 1220.23, PR ,6053,Boleto Bancario
TRN-26667,01/05/2026,Monitor 24,Perifericos,15,"R$ 804,08",SP,8713,Cartao de Credito
TRN-38272,06-17-2026,mouse sem fio,Perifericos,8,BRL 125.76,MG-,1518,Boleto Bancario
15801,2026/04/18 00:00:00,Teclado Mecanico,perifericos,9,sem preco,SP,2349,Boleto Bancario
TRN-11461,2026-02-01,T@bl3t Z,Eletronicos,14,BRL 1280.03,pr,5966,Pix
TRN-467,28.03.26,Mouse Sem Fio,perifericos,5,116.57,BA,7028,BOLETO BANCARIO
TRN-23834,04-05-2026,Notebook X,Eletronicos,8,3452.45,SC,2392,Cartao de Credito
TRN-48461,04.03.26,Monitor 24,perifericos,2,BRL 762.44,GO,3324,Boleto Bancario
TRN-10709,21.05.26,  Teclado Mecanico ,Perifericos,2,265.33,go,1169,Boleto Bancario
TRN-25824,10.05.26,TABLET Z,Eletronicos,10,"R$ 1.263,39",mg,7075,Pix
TRN-18075,06.03.26,mouse sem fio,ND,5,BRL 131.25,ba,ID-2230,Cartao de Credito
TRN-4554,04-05-2026,Smartphone Y,ND,12,BRL 1920.06,PE,1832,Pix
TRN-6467,N/A,Smartphone Y,eletronicos,14,"R$ 1.991,28",CE,4935,
15625,01/04/2026,Notebook X,Eletronicos,9.0,"R$ 3.687,06",sc,8616,pix
TRN-23434,03-20-2026,  Monitor 24 ,perifericos,1.0,sem preco,RJ,7382,CC
TRN-32306,01-15-2026,teclado mecanico,Perifericos,15.0,246.59,MG,1060,Cartao de Credito
TRN-31878,27.05.26,Monitor 24,,6,sem preco, MG ,1762 ,Cartao de Credito
TRN-37831,01.06.26,Not3book X,Eletronicos,-3,3380.31, SP ,4052,pix
TRN-29272,30/06/2026,,Perifericos,1,BRL 274.94,PR,7575,Pix
TRN-31896,2026-01-26,Smartphone Y,Eletronicos,2,"R$ 2.286,55",SC,2689,pix
TRN-29275,2026/04/22 00:00:00,Smartphone Y,,5,BRL 2101.59,PR,2690,Cartao de Credito
TRN-15692,2026-04-04,Notebook X,Eletronicos,7,3517.53,GO,5324 ,Cartao de Credito
TRN-1691,28/03/2026,notebook x,eletronicos,1.0,sem preco,go,4926,Pix
TRN-5953,N/A,monitor 24,Perifericos,-9,BRL 725.80,MG,3186,Pix
TRN-49224,12/05/2026,Tablet Z,Eletronicos,,"1155,45",RJ,9913,BOLETO BANCARIO
TRN-14282,01-14-2026,Smartphone Y,Eletronicos,-8,2181.37,RJ-,8420 ,boleto bancario
TRN-16963,2026/04/08 00:00:00,Notebook X,Eletronicos,2,3333.18,PR,9277,Boleto Bancario
30508,2026-05-19,Mouse Sem Fio,Perifericos,,BRL 122.49,BA,6302,Cartao de Credito
TRN-11565,2026-02-18,SMARTPHONE Y,ND,5,"1980,22",PE,4555,Pix
TRN-14834,2026/05/14 00:00:00,Teclado Mecanico,Perifericos,8,"260,82",RJ,6378,Cartao de Credito
TRN-41128,2026-03-15,Teclado Mecanico,Perifericos,1,"235,82",RS-,7629 ,Pix
12659,10.03.26,Mouse Sem Fio,Perifericos,5,BRL 122.55,PR,3222,Cartao de Credito
TRN-38093,N/A,Tablet Z,Eletronicos,12,sem preco,SC,4351,Cartao de Credito
TRN-11346,13/05/2026,Tablet Z,Eletronicos,10,"1098,69", SC ,3684,Pix
TRN-25082,07.06.26,Tablet Z,Eletronicos,9,1102.83, SC ,5241,Pix
TRN-149,26.04.26,mouse sem fio,Perifericos,8,130.62445143036777,RS,9167,Boleto Bancario
TRN-38068,28/01/2026,SMARTPHONE Y,,3.0,"R$ 2.275,30",Sao Paulo,1789,PIX
TRN-7957,12/03/2026,  Teclado Mecanico ,Perifericos,8,"241,60",CE-,9881,Pix
TRN-2386,2026/03/10 00:00:00,T@bl3t Z,Eletronicos,11,1172.93,PR,6437,CC
TRN-33732,2026-02-14,Monitor 24,Perifericos,5,"722,96", MG ,2426,Boleto Bancario
TRN-19666,04-03-2026,,Perifericos,8,sem preco, RJ ,4761,Pix
TRN-8440,2026-05-19,Notebook X,Eletronicos,12,3311.84,pe,ID-9936,BOLETO BANCARIO
TRN-35120,2026-03-27,Monitor 24,Perifericos,15,"R$ 765,28",mg,7766,Pix
TRN-18188,2026-03-09,Notebook X,Eletronicos,4,3288.29,PE,1830,pix
TRN-14335,04-27-2026,Notebook X,eletronicos,7,3461.44,go,3341,
TRN-14392,04-28-2026,MONITOR 24,Perifericos,13,"865,99",PR,6937,Boleto Bancario
TRN-45054,2026-04-13,Smartphone Y,Eletronicos,6,1995.0638041884722,PR,6635,Cartao de Credito
TRN-30379,07.01.26,MOUSE SEM FIO,ND,12,"109,92",go,9824,Boleto Bancario
TRN-21233,2026-05-25,Smartphone Y,Eletronicos,6,"R$ 2.125,94",PR,2273,Cartao de Credito
TRN-8652,04.05.26,Smartphone Y,Eletronicos,13 pcs,1913.88,PE,3578,Pix
3989,03-11-2026,  Smartphone Y ,Eletronicos,15,"R$ 2.188,54",ce,1425,Boleto Bancario
TRN-46308,02-24-2026,FONE DE OUVIDO,ND,-7,BRL 178.18,MG,5572,Boleto Bancario
TRN-35781,2026-02-18,Teclado Mecanico,Perifericos,8,"R$ 266,26",PR,5270,pix
TRN-13491,10.02.26,Smartphone Y,ND,11,"R$ 2.152,31", RS ,2623,pix
18061,25/04/2026,FONE DE OUVIDO,,-12,181.13974864087064,CE-,ID-3190,BOLETO BANCARIO
TRN-21166,04/06/2026,mouse sem fio,ND,10,sem preco,SC,4146,CARTAO DE CREDITO
TRN-26822,06-14-2026,Fone de Ouvido,ND,6,188.80,GO-,3373,Pix
TRN-39978,2026-03-24,fone de ouvido,Audio,9,170.76,PE,2531,Pix
TRN-15118,13/06/2026,SMARTPHONE Y,Eletronicos,13,2244.58,SC-,7688,Boleto Bancario
TRN-35776,2026-03-10,Monitor 24,,9,"731,01",GO,8318,boleto bancario
TRN-14341,2026-02-05,Mouse Sem Fio,Perifericos,10,BRL 121.98,RS-,8335,Pix
TRN-13470,2026/02/14 00:00:00,Sm@rtphon3 Y,ND,1,sem preco,RS,5354,Boleto Bancario
TRN-37860,N/A,T@bl3t Z,ND,13,BRL 1288.67, BA ,1074 ,
TRN-49282,25.02.26,Fone de Ouvido,Audio,3 pcs,"R$ 188,38",GO,2795,Boleto Bancario
TRN-4499,2026/04/13 00:00:00,TABLET Z,Eletronicos,3,"R$ 1.255,61",CE,1733,CC
TRN-43629,23.03.26,notebook x,Eletronicos,9,"3705,81",GO-,9333 ,Cartao de Credito
TRN-39530,2026-01-07,Not3book X,,13,3585.31,PR,3387,Boleto Bancario
TRN-38332,2026/01/10 00:00:00,Fone de Ouvido,Audio,13,BRL 172.77,PR,4132,Cartao de Credito
TRN-29507,05.02.26,Notebook X,Eletronicos,1,"3824,03",RS,7629,Cartao de Credito
TRN-40688,N/A,Fone de Ouvido,Audio,5,179.62,RJ,ID-6662,Pix
TRN-38651,2026-02-19,Notebook X,Eletronicos,2,3607.95,RJ,ID-9890,Boleto Bancario
TRN-8155,10.06.26,Smartphone Y,,8,2169.66,SC,9887,Boleto Bancario
TRN-22437,2026/06/14 00:00:00,Notebook X,Eletronicos,11,BRL 3157.77,PE,4917,cartao de credito
TRN-19709,04-22-2026,Fone de Ouvido,Audio,9,BRL 169.16,GO,2741,Boleto Bancario
TRN-15493,2026-03-07,,ND,7,"R$ 732,71", BA ,1150,Boleto Bancario
TRN-10447,2026-05-02,Teclado Mecanico,Perifericos,14,"272,92",RS,ID-3853,
TRN-44034,01-23-2026,Smartphone Y,Eletronicos,6,1955.80,SC,2254,Pix
TRN-16794,N/A,  Smartphone Y ,Eletronicos,7,"R$ 2.111,17",rs,1305,CARTAO DE CREDITO
TRN-12517,17.02.26,Fone de Ouvido,Audio,-10,171.16,pe,ID-9930,Boleto Bancario
TRN-28752,2026/01/27 00:00:00,monitor 24,perifericos,13,"R$ 835,06", RS ,7473,Boleto Bancario
TRN-31566,06.05.26,,perifericos,4,"127,74",MG,5892,Boleto Bancario
TRN-24259,14.06.26,Smartphone Y,Eletronicos,2,2024.82,SC,6510,Cartao de Credito
TRN-37275,24/02/2026,Teclado Mecanico,Perifericos,11,"236,55", BA ,5675,
TRN-26692,2026-01-22,Smartphone Y,,15,BRL 1965.00,RJ,4595,BOLETO BANCARIO
TRN-38966,31/01/2026,FONE DE OUVIDO,Audio,6,sem preco,SP,3868,Pix
TRN-44293,2026-02-24,Smartphone Y,Eletronicos,14 pcs,BRL 2228.35,PE,8761,Boleto Bancario
TRN-28639,2026/04/13 00:00:00,  Smartphone Y ,Eletronicos,8,"R$ 2.173,98", BA ,2214 ,Boleto Bancario
TRN-15744,2026-05-17,tablet z,Eletronicos,,BRL 1175.58,RS,9071,Boleto Bancario
TRN-13250,05-05-2026,Smartphone Y,ND,9,2083.3883752261872,sp,4328,Boleto Bancario
TRN-12136,2026-03-28,Fone de Ouvido,ND,2.0,173.00, SP ,8023,pix
